Name,Address,University,BusinessType,Neighborhood,City,State,NumRatings,Rating,Latitude,Longitude
16 Hands,410 N 4th Ave 2nd Fl Kerrytown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Arts & Entertainment' 'Art Galleries' 'Shopping' 'Jewelry','Kerrytown Ann Arbor',Ann Arbor,MI,5,4,42.2842777,-83.7468217
Head Cook's Pizza & Bakery,4145 Chestnut St University City Philadelphia PA 19104,'University of Pennsylvania','Food' 'Bakeries' 'Pizza' 'Restaurants','University City' 'Spruce Hill',Philadelphia,PA,7,3.5,39.9561272,-75.2061045
Aljon's Pizza & Sub Shop,64 Princeton Hightstown Rd Ste G Princeton Junction NJ 08550,'Princeton University','Pizza' 'Restaurants',,Princeton Junction,NJ,13,4,40.3140562,-74.6203786
Magnifico Photography,Blacksburg VA 24060,'Virginia Tech','Professional Services',,Blacksburg,VA,2,5,37.2295733,-80.4139393
Casey's,1440 Ottawa St S Kitchener ON N2B 3T2,'University of Waterloo','Canadian (New)' 'Bars' 'Nightlife' 'Barbeque' 'Restaurants',,Kitchener,ON,3,3.5,43.4172012,-80.5108491
MIT Game Room,84 Massachusetts Ave First Fl Kendall Square/MIT Cambridge MA 02238,'Massachusetts Institute of Technology' 'Harvard University','Pool Halls' 'Nightlife','Kendall Square/MIT',Cambridge,MA,7,3.5,42.359083,-71.094761
Pancho's Mexican Foods,1231 Johnson Ave San Luis Obispo CA 93401,'California Polytechnic State University','Mexican' 'Restaurants',,San Luis Obispo,CA,14,3,35.2824966,-120.6554553
Salon Marc Harris,57 Eddy St DownCity Providence RI 02918,'Brown University','Hair Salons' 'Beauty and Spas','DownCity',Providence,RI,4,4.5,41.823665,-71.4129239
Mustangs & Burros,9700 N Torrey Pines Rd La Jolla Shores La Jolla CA 92037,'University of California - San Diego','Bars' 'American (New)' 'Nightlife' 'Lounges' 'Restaurants','La Jolla Shores',La Jolla,CA,22,3.5,32.883975,-117.24516
Chick-Fil-A,203 N. 34th Street Powelton Village Philadelphia PA 19104,'University of Pennsylvania','Fast Food' 'Restaurants','Powelton Village',Philadelphia,PA,2,3,39.95915,-75.190296
Sweet Pea Floral Design,122 S. Main St. Ste 110 Downtown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Shopping' 'Flowers & Gifts' 'Wedding Planning' 'Event Planning & Services' 'Florists','Downtown Ann Arbor',Ann Arbor,MI,2,5,42.2807242,-83.748686
Holmby Park,601 Club View Dr Westwood Los Angeles CA 90024,'University of California - Los Angeles','Active Life' 'Parks','Westwood',Los Angeles,CA,12,4.5,34.0729872,-118.4292659
Acapulco Mexican Restaurant Y Cantina,1109 Glendon Ave Westwood Los Angeles CA 90024,'University of California - Los Angeles','Mexican' 'Restaurants','Westwood',Los Angeles,CA,120,2.5,34.0606293,-118.4442872
Princeton Dermatology Associates,301 N Harrison St Ste 1E Princeton NJ 08540,'Princeton University','Dermatologists' 'Doctors' 'Health and Medical',,Princeton,NJ,3,2.5,40.363321,-74.6507263
J. McLaughlin,17 Witherspoon St. Princeton NJ 08542,'Princeton University',"u""Women's Clothing"" u""Men's Clothing"" 'Fashion' 'Shopping' 'Accessories'",,Princeton,NJ,2,3,40.350392,-74.659806
Papyrus,2660 NE University Vlg University District Seattle WA 98105,'University of Washington','Books Mags Music and Video' 'Shopping' 'Arts & Crafts' 'Event Planning & Services' 'Bookstores' 'Cards & Stationery' 'Flowers & Gifts','University District',Seattle,WA,15,4,47.6634422,-122.2991217
The Shack,763 E Foothill Blvd Ste A San Luis Obispo CA 93405,'California Polytechnic State University','Nightlife' 'Burgers' 'Bars' 'Sports Bars' 'Restaurants',,San Luis Obispo,CA,46,4,35.2939138,-120.6729001
Century Books,1039 E Green St Pasadena Pasadena CA 91106,'California Institute of Technology','Books Mags Music and Video' 'Shopping' 'Bookstores','Pasadena',Pasadena,CA,16,5,34.1447013,-118.1288734
Nadeau Furniture,2414 University Blvd Ste 180 West University Houston TX 77005,'Rice University','Shopping' 'Home Decor' 'Home & Garden' 'Furniture Stores','West University',Houston,TX,9,3.5,29.715526,-95.417461
Capt J P Cruise Lines,278 River St Troy NY 12180,'Rensselaer Polytechnic Institute','Active Life' 'Boating' 'Boat Charters' 'Event Planning & Services',,Troy,NY,2,4,42.7320936,-73.6908369
JJ Cellphone Repair,2716 S Vermont Ave Ste 3 South Los Angeles Los Angeles CA 90007,'University of Southern California','Local Services' 'Electronics Repair','South Los Angeles',Los Angeles,CA,2,5,34.029823,-118.291159
The Million Year Picnic,99 Mount Auburn St Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Books Mags Music and Video' 'Shopping' 'Comic Books','Harvard Square',Cambridge,MA,60,4.5,42.372928,-71.120492
Wolf Camera,201 S Estes Dr Chapel Hill NC 27514,'University of North Carolina - Chapel Hill','Shopping' 'Photography Stores & Services',,Chapel Hill,NC,2,3.5,35.9265084,-79.0280732
Peter A Shapiro DDS,Northcut Orthodontics 4915 25th Ave NE Ste 203 University District Seattle WA 98105,'University of Washington','Dentists' 'Health and Medical' 'Orthodontists','University District',Seattle,WA,3,5,47.6651049,-122.301816
Flat Top Johnny's,1 Kendall Sq Kendall Square/MIT Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Dive Bars' 'Bars' 'Pool Halls' 'Nightlife','Kendall Square/MIT',Cambridge,MA,105,3,42.3674546,-71.0899979
Bon Temps Creole Cafe,1000 Olive St San Luis Obispo CA 93405,'California Polytechnic State University','Cajun/Creole' 'Restaurants',,San Luis Obispo,CA,85,4,35.2869022,-120.6653276
Five Guys Burgers & Fries,222 Elmira Rd Ste A Ithaca NY 14850,'Cornell University','Food',,Ithaca,NY,15,4,42.429793,-76.506766
Bed and Breakfast William Henry Miller Inn,303 N Aurora St Ithaca NY 14850,'Cornell University','Hotels & Travel' 'Bed & Breakfast' 'Event Planning & Services' 'Hotels',,Ithaca,NY,3,5,42.4415506,-76.4957191
Spotted Dog,111 E Main St Carrboro NC 27510,'University of North Carolina - Chapel Hill','Vegetarian' 'American (New)' 'Restaurants',,Carrboro,NC,93,4,35.91043,-79.0713847
Leventon Mark Law Offices of,1103 Glendon Ave Westwood Los Angeles CA 90024,'University of California - Los Angeles','Professional Services' 'Lawyers','Westwood',Los Angeles,CA,2,5,34.060734,-118.4444049
Athletescapes,974 Santa Rosa St San Luis Obispo CA 93401,'California Polytechnic State University','Massage' 'Beauty and Spas',,San Luis Obispo,CA,2,5,35.282911,-120.6602328
Jason's Deli,7356 Baltimore Ave College Park MD 20740,'University of Maryland - College Park','Delis' 'Restaurants',,College Park,MD,44,4,38.980566,-76.9379735
Cosmopolitan Lounge,45 13th St NE Midtown Atlanta GA 30309,'Georgia Institute of Technology','Lounges' 'Bars' 'Nightlife' 'Dance Clubs','Midtown',Atlanta,GA,89,3.5,33.7855188,-84.386114
Bar-B-Q Heaven,Champaign IL 61820,'University of Illinois - Urbana-Champaign','Food' 'Street Vendors' 'Barbeque' 'Restaurants',,Champaign,IL,2,4,40.1063691,-88.2412504
Szechuan Delight,8008 New Hampshire Ave Hyattsville MD 20783,'University of Maryland - College Park','Restaurants',,Hyattsville,MD,2,4.5,38.9912134,-76.9875576
Ulta,8657 Villa La Jolla Dr La Jolla La Jolla CA 92037,'University of California - San Diego','Hair Salons' 'Shopping' 'Cosmetics & Beauty Supply' 'Beauty and Spas','La Jolla',La Jolla,CA,110,3.5,32.866411,-117.231729
Burger King,1123 Northside Drive NW Westside / Home Park Atlanta GA 30318,'Georgia Institute of Technology','Fast Food' 'Restaurants','Westside / Home Park',Atlanta,GA,6,2.5,33.7853678,-84.4073686
Baylor College of Medicine,1 Baylor Plz Medical Center Houston TX 77030,'Rice University','Colleges & Universities' 'Education','Medical Center',Houston,TX,2,5,29.7107363,-95.3966045
UCLA Franklin D Murphy Sculpture Garden,Charles E Young Dr E Westwood Los Angeles CA 90095,'University of California - Los Angeles','Arts & Entertainment' 'Local Flavor','Westwood',Los Angeles,CA,11,4.5,34.07506586,-118.4400737
Rocky Mountain Chocolate Factory,Montclair Plaza 2118 Montclair Plaza Ln Montclair CA 91763,'Harvey Mudd College','Food' 'Desserts' 'Specialty Food' 'Chocolatiers and Shops',,Montclair,CA,3,3.5,34.0883824,-117.693559
Purdue University,610 Purdue Mall West Lafayette IN 47907,'Purdue University','Colleges & Universities' 'Education',,West Lafayette,IN,24,4.5,40.4282668,-86.9143245
Toscanini & Sons,Parking Garage Near Kendall St Kendall Square/MIT Cambridge MA 02142,'Massachusetts Institute of Technology' 'Harvard University','Food' 'Bakeries' 'Ice Cream & Frozen Yogurt','Kendall Square/MIT' 'East Cambridge',Cambridge,MA,2,4,42.3636778,-71.0823831
Panda Carryout,4439 Lehigh Rd College Park MD 20740,'University of Maryland - College Park','Chinese' 'Restaurants',,College Park,MD,17,2.5,38.9818196,-76.9381644
Terrace View Apts,413 Hunt Club Rd Blacksburg VA 24060,'Virginia Tech','Home Services' 'Real Estate' 'Apartments',,Blacksburg,VA,2,2.5,37.245221,-80.4216761
Desi Moorgi,4903 Baum Blvd Bloomfield Pittsburgh PA 15213,'Carnegie Mellon University','Event Planning & Services' 'Caterers','Bloomfield',Pittsburgh,PA,4,4,40.4547022,-79.9464175
Kitchenart-the Store For Cooks,1500 Win Hentschel Blvd Lafayette IN 47906,'Purdue University','Kitchen & Bath' 'Shopping' 'Home & Garden',,Lafayette,IN,3,4.5,40.4647,-86.93469
The ROI Food & Music,150 Chestnut St DownCity Providence RI 02903,'Brown University','Burgers' 'Sandwiches' 'Restaurants','DownCity',Providence,RI,20,3.5,41.818416,-71.41004
San Luis Personnel Services Inc,1106 Walnut St # 200 San Luis Obispo CA 93401,'California Polytechnic State University','Professional Services' 'Employment Agencies',,San Luis Obispo,CA,2,2.5,35.2859732,-120.6627681
Star of Texas Inn,611 W 22nd St West Campus Austin TX 78705,'University of Texas - Austin','Hotels & Travel' 'Event Planning & Services' 'Hotels','West Campus' 'University of Texas',Austin,TX,4,4,30.284989,-97.744667
Espresso Royale Cafe,1101 S. University Ann Arbor MI 48113,'University of Michigan - Ann Arbor','Food' 'Coffee & Tea',,Ann Arbor,MI,12,3,42.27505,-83.735556
Hall Guy C Atty,215 N Neil St Champaign IL 61820,'University of Illinois - Urbana-Champaign','Professional Services' 'Lawyers',,Champaign,IL,2,3,40.117899,-88.243876
Shiraz Kabob and Hookah,4709 Centre Ave Bloomfield Pittsburgh PA 15213,'Carnegie Mellon University','Persian/Iranian' 'Mediterranean' 'Restaurants','Bloomfield' 'Oakland',Pittsburgh,PA,8,2.5,40.4526487,-79.9496876
Bali's Self Serve Frozen Yogurt,949 Higuera St San Luis Obispo CA 93401,'California Polytechnic State University','Food' 'Ice Cream & Frozen Yogurt',,San Luis Obispo,CA,98,3.5,35.2805748,-120.6615276
Classic Tan,114 N Vine St Urbana IL 61802,'University of Illinois - Urbana-Champaign','Tanning' 'Beauty and Spas',,Urbana,IL,2,4.5,40.1132792,-88.2049898
Sakura Express Inc,1101 Santa Rosa St San Luis Obispo CA 93401,'California Polytechnic State University','Restaurants',,San Luis Obispo,CA,2,4,35.2818878,-120.6594001
McDonalds,30th St Station 2951 Market St Powelton Village Philadelphia PA 19104,'University of Pennsylvania','Burgers' 'Fast Food' 'Restaurants','Powelton Village',Philadelphia,PA,9,3,39.96179347,-75.19721031
MIT Medical,25 Carleton St Bldg E23 Kendall Square/MIT Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Medical Centers' 'Health and Medical','Kendall Square/MIT',Cambridge,MA,11,2.5,42.3613957,-71.0863864
Burger King,2700 Guadalupe St West Campus Austin TX 78705,'University of Texas - Austin','Fast Food' 'Restaurants','West Campus' 'University of Texas',Austin,TX,9,2,30.292219,-97.741611
C'est Bon,1432 Massachusetts Avenue Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Event Planning & Services' 'Caterers','Harvard Square',Cambridge,MA,2,1.5,42.3741547,-71.1188312
Hokkaido Buffet,1410 S Main St Blacksburg VA 24060,'Virginia Tech','Buffets' 'Chinese' 'Restaurants',,Blacksburg,VA,16,3,37.2153614,-80.4008022
Amy Bakes Cupcakes,Granada Bistro 1126 Morro St San Luis Obispo CA 93401,'California Polytechnic State University','Food' 'Bakeries',,San Luis Obispo,CA,6,3.5,35.2801417,-120.6612682
Wings To Go,272 Thayer St College Hill Providence RI 02906,'Brown University','Restaurants','College Hill',Providence,RI,9,4,41.8294119,-71.4009077
Pepe Delgado's Mexican Restaurant,1601 Monterey St San Luis Obispo CA 93401,'California Polytechnic State University','Mexican' 'Restaurants',,San Luis Obispo,CA,57,2.5,35.2868091,-120.6534384
English Tea House,4513 College Ave College Park MD 20740,'University of Maryland - College Park','Food' 'Coffee & Tea',,College Park,MD,2,3.5,38.9818563,-76.9369967
Simple Pleasures,6 Richmond Square The Forge DownCity Providence RI 02903,'Brown University','Fashion' 'Shopping' 'Accessories' 'Home & Garden' 'Home Decor','DownCity',Providence,RI,3,4.5,41.8239891,-71.4128343
Bridal Bliss Boutiques,665 E Foothill Blvd Ste E Claremont CA 91711,'Harvey Mudd College','Bridal' 'Shopping',,Claremont,CA,2,2.5,34.107061,-117.703679
OK Noodles,4537 University Way NE University District Seattle WA 98105,'University of Washington','Specialty Food' 'Ethnic Food' 'Thai' 'Food' 'Restaurants','University District',Seattle,WA,5,5,47.6624076,-122.3132773
University Hardware True Value,4731 University Way NE University District Seattle WA 98105,'University of Washington','Hardware Stores' 'Shopping' 'Home & Garden','University District',Seattle,WA,17,3,47.6639994,-122.3130893
Stables Sandwich Shoppe,326 Russell St Hadley MA 01035,'University of Massachusetts - Amherst','Breakfast & Brunch' 'American (Traditional)' 'Restaurants',,Hadley,MA,12,4,42.3556018,-72.55525
Waking Life - Massage and Supply,1118 NE 47th St University District Seattle WA 98105,'University of Washington','Massage' 'Beauty and Spas','University District',Seattle,WA,18,4.5,47.6631992,-122.3154205
Jamba Juice,890 Marsh St San Luis Obispo CA 93401,'California Polytechnic State University','Food' 'Juice Bars & Smoothies',,San Luis Obispo,CA,4,4,35.2796793,-120.6614275
Elite Care Emergency Clinic,2500 Rice Blvd West University Houston TX 77005,'Rice University','Medical Centers' 'Health and Medical' 'Urgent Care','West University',Houston,TX,4,2,29.717871,-95.417467
HotBox Pizza,135 S Chauncey Ave West Lafayette IN 47907,'Purdue University','Pizza' 'Restaurants',,West Lafayette,IN,14,4,40.4223751,-86.9073866
Carberry's Bakery & Coffee House,74 Prospect St Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Food' 'Bakeries' 'Coffee & Tea' 'Event Planning & Services' 'Caterers','Central Square',Cambridge,MA,106,3,42.3669068,-71.1024952
Hell,157 1/2 E Rosemary St Chapel Hill NC 27514,'University of North Carolina - Chapel Hill','Dive Bars' 'Bars' 'Nightlife',,Chapel Hill,NC,12,4.5,35.9148831,-79.0542125
G & S Auto Dynamics,4607 Madison St Riverdale MD 20737,'University of Maryland - College Park','Auto Repair' 'Automotive',,Riverdale,MD,9,5,38.958078,-76.936029
Science and Engineering Library/Geology-Geophysics Collection,4697 Geology Bldg Westwood Los Angeles CA 90095,'University of California - Los Angeles','Libraries' 'Public Services & Government','Westwood',Los Angeles,CA,5,5,34.06896045,-118.4413183
Papa John's,411 W Martin Luther King Jr Blvd Downtown Austin TX 78701,'University of Texas - Austin','Pizza' 'Restaurants','Downtown' 'University of Texas',Austin,TX,4,3,30.281411,-97.742175
The Treehouse,459 Lagunita Dr Palo Alto CA 94305,'Stanford University','Burgers' 'Mexican' 'Restaurants',,Palo Alto,CA,88,3.5,37.424096,-122.170656
Regis Hairstylists,3500 E West Hwy Ofc Hyattsville MD 20782,'University of Maryland - College Park','Hair Salons' 'Beauty and Spas',,Hyattsville,MD,2,2.5,38.9559442,-76.9455301
The Big Red Barn Graduate and Professional Student Center,Cornell Campus West Bailey Plaza Ithaca NY 14853,'Cornell University','Food',,Ithaca,NY,2,4.5,42.4467049,-76.4830579
Papa Del's Pizza,206 E Green St Champaign IL 61820,'University of Illinois - Urbana-Champaign','Pizza' 'Restaurants',,Champaign,IL,140,4,40.110527,-88.236332
CVS,624 Massachusetts Ave Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Shopping' 'Drugstores','Central Square',Cambridge,MA,24,2,42.3652169,-71.1034182
Pho Dau Bo 7 Restaurant,1051 Victoria St N Kitchener ON N2B 3C7,'University of Waterloo','Restaurants' 'Vietnamese',,Kitchener,ON,2,4.5,43.4656824,-80.4593761
The UPS Store,4616 25th Ave NE University District Seattle WA 98105,'University of Washington','Local Services' 'Shipping Centers','University District',Seattle,WA,4,3.5,47.6623892,-122.3004757
Comfort Suites University,1020 Plantation Rd Blacksburg VA 24060,'Virginia Tech','Hotels & Travel' 'Event Planning & Services' 'Hotels',,Blacksburg,VA,3,3,37.225758,-80.444373
Gizzelle James Couturiere,814 Juniper St Ste 301 Midtown Atlanta GA 30308,'Georgia Institute of Technology','Local Services' 'Sewing & Alterations','Midtown',Atlanta,GA,17,4.5,33.77676,-84.383171
John's Barber Shop,16 Prospect St Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Barbers' 'Beauty and Spas','Central Square',Cambridge,MA,20,4,42.3658144,-71.1036064
Southeastern Camera,205 W Main St Ste 105 Carrboro NC 27510,'University of North Carolina - Chapel Hill','Shopping' 'Photography Stores & Services',,Carrboro,NC,2,5,35.91043,-79.076292
Berkeley World Music Festival,Telegraph Ave & Haste St Telegraph Ave Berkeley CA 94701,'University of California at Berkeley','Arts & Entertainment' 'Local Flavor' 'Nightlife' 'Music Venues','Telegraph Ave' 'UC Campus Area',Berkeley,CA,2,3,37.8660381,-122.2586253
Krystal,626 14th Street Westside / Home Park Atlanta GA 30318,'Georgia Institute of Technology','Burgers' 'American (Traditional)' 'Fast Food' 'Restaurants','Westside / Home Park',Atlanta,GA,12,3,33.785929,-84.407942
Moonshadows Tavern,114 E State St Ithaca NY 14850,'Cornell University','Bars' 'Nightlife',,Ithaca,NY,6,3.5,42.4395607,-76.4984253
Royal Pizza,4202 Baltimore Ave University City Philadelphia PA 19104,'University of Pennsylvania','Pizza' 'Restaurants','University City' 'Spruce Hill',Philadelphia,PA,5,3.5,39.9497747,-75.2073661
Chicken Bowl,1610 Lavaca St Downtown Austin TX 78701,'University of Texas - Austin','Mexican' 'Chicken Wings' 'Restaurants','Downtown',Austin,TX,13,3.5,30.2789587,-97.7415607
